createAt,manageObject,M8001C427,M8001C428,M8001C430,M8001C431,M8001C432,M8001C433,M8001C0,M8001C1,M8001C2,M8001C4,M8001C11,M8001C12,M8001C132,M8001C133,M8001C135,M8001C136,M8001C137,M8001C138,M8001C139,M8001C140,M8001C141,M8001C142,M8001C143,M8001C144,M8001C145,M8001C146,M8001C153,M8001C154,M8001C155,M8001C213,M8001C214,M8001C215,M8001C222,M8001C270,M8001C313,M8001C8,M8001C9,M8001C10,M8001C45,M8001C46,M8001C47,M8001C48,M8001C49,M8001C50,M8001C51,M8001C52,M8001C53,M8001C54,M8001C56,M8001C57,M8001C58,M8001C59,M8001C60,M8001C61,M8001C63,M8001C64,M8001C65,M8001C66,M8001C67,M8001C68,M8001C69,M8001C70,M8001C71,M8001C72,M8001C73,M8001C103,M8001C104,M8001C105,M8001C106,M8001C107,M8001C108,M8001C109,M8001C110,M8001C111,M8001C112,M8001C114,M8001C115,M8001C116,M8001C117,M8001C118,M8001C119,M8001C121,M8001C122,M8001C123,M8001C124,M8001C125,M8001C126,M8001C127,M8001C128,M8001C129,M8001C130,M8001C156,M8001C158,M8001C159,M8001C160,M8001C161,M8001C162,M8001C163,M8001C164,M8001C165,M8001C167,M8001C170,M8001C202,M8001C204,M8001C207,M8001C208,M8001C216,M8001C218,M8001C219,M8001C220,M8001C236,M8001C237,M8001C238,M8001C239,M8001C240,M8001C241,M8001C244,M8001C421,M8001C422,M8001C423,M8001C6,M8001C13,M8001C14,M8001C15,M8001C16,M8001C17,M8001C18,M8001C19,M8001C20,M8001C21,M8001C22,M8001C23,M8001C24,M8001C25,M8001C26,M8001C27,M8001C28,M8001C29,M8001C30,M8001C31,M8001C32,M8001C33,M8001C34,M8001C35,M8001C36,M8001C37,M8001C38,M8001C39,M8001C40,M8001C41,M8001C42,M8001C43,M8001C44,M8001C74,M8001C75,M8001C76,M8001C77,M8001C78,M8001C79,M8001C80,M8001C81,M8001C82,M8001C83,M8001C84,M8001C85,M8001C86,M8001C87,M8001C88,M8001C89,M8001C90,M8001C91,M8001C92,M8001C93,M8001C94,M8001C95,M8001C96,M8001C97,M8001C98,M8001C99,M8001C100,M8001C101,M8001C102,M8001C177,M8001C178,M8001C179,M8001C180,M8001C181,M8001C182,M8001C183,M8001C184,M8001C185,M8001C186,M8001C187,M8001C188,M8001C189,M8001C190,M8001C191,M8001C192,M8001C194,M8001C195,M8001C197,M8001C217,M8001C274,M8001C275,M8001C276,M8001C277,M8001C278,M8001C279,M8001C280,M8001C281,M8001C286,M8001C292,M8001C293,M8001C294,M8001C303,M8001C304,M8001C424,M8001C425,M8001C435,M8001C436,M8001C437,M8001C438,M8001C439,M8001C440,M8001C441,M8001C442,M8001C443,M8001C444,M8001C445,M8001C446,M8001C447,M8001C448,M8001C449,M8001C450,M8001C451,M8001C452,M8001C453,M8001C454,M8001C455,M8001C456,M8001C457,M8001C458,M8001C459,M8001C460,M8001C461,M8001C462,M8001C463,M8001C464,M8001C465,M8001C466,M8001C467,M8001C468,M8001C469,M8001C470,M8001C471,M8001C472,M8001C473,M8001C474,M8001C475,M8001C476,M8001C477,M8001C478,M8001C479,M8001C480,M8001C481,M8001C482,M8001C483,M8001C484,M8001C485,M8001C486,M8001C487,M8001C131,M8001C193,M8001C196,M8001C291,M8001C488,M8001C209,M8001C55,M8001C168,M8001C171,M8001C172,M8001C174,M8001C175,M8001C157,M8001C203,M8001C169,M8001C176,M8001C205,M8001C426,M8001C206,M8001C62,M8001C243,M8001C242,M8001C7,M8001C113,M8001C120,M8001C166
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,54.0,3.0,14.0,15.0,20.0,2.0,3.0,761.0,52.0,53.0,404879,49720.0,346389.0,583.0,207012.0,330.0,257203.0,2721.0,318558.0,15958.0,256930.0,355730.0,84.0,4045.0,22345.0,345936.0,207004.0,345292.0,271.0,1.0,60.0,406.0,73.0,52.0,52.0,483.0,34.0,90000,786.0,10366.0,350.0,996.0,729.0,806.0,1004.0,1705.0,1482.0,1613.0,2385.0,4414.0,6519.0,34724.0,7647.0,10546.0,11743.0,22795.0,33661.0,45790.0,45359.0,38360.0,9003.0,10024.0,4702.0,7957.0,19.0,13.0,8.0,10.0,39.0,38.0,19.0,18.0,42.0,72.0,107.0,110.0,168.0,294.0,335.0,377.0,366.0,761.0,1339.0,2441.0,4726.0,6673.0,7340.0,2543.0,2246.0,1093.0,1521.0,1.0,,,,,,,,,,2.0,3.0,1.0,1.0,4.0,23,224995,72.0,34.0,41.0,182.0,3836.0,1.0,4.0,15.0,,66.0,54.0,49.0,434.0,275739.0,55333.0,105316.0,20346.0,21256.0,133675.0,91891.0,42922.0,19875.0,13980.0,12514.0,9548.0,9951.0,9146.0,8706.0,7181.0,6541.0,5916.0,5108.0,4217.0,3839.0,3395.0,2250.0,555.0,842.0,820.0,534.0,450.0,376.0,263.0,138.0,151.0,1500.0,1911.0,20872.0,12267.0,7399.0,3278.0,2227.0,1444.0,794.0,772.0,616.0,1080.0,756.0,822.0,711.0,710.0,631.0,505.0,477.0,360.0,78.0,195.0,205.0,110.0,111.0,127.0,80.0,42.0,78.0,183.0,390.0,5054.0,198.0,101.0,62.0,58.0,53.0,37.0,61.0,43.0,53.0,34.0,22.0,28.0,14.0,22.0,16.0,3.0,20,223.0,169.0,93.0,64.0,93.0,52.0,41.0,60.0,57.0,4.0,,2.0,76.0,98457.0,13.0,13.0,16015.0,16900.0,88631.0,78030.0,34583.0,15882.0,11052.0,10412.0,8220.0,8594.0,8069.0,7151.0,6035.0,5421.0,4941.0,4180.0,3385.0,3112.0,2660.0,1699.0,444.0,609.0,573.0,396.0,310.0,538.0,1030.0,13064.0,11549.0,7018.0,3019.0,1883.0,1169.0,565.0,521.0,443.0,799.0,560.0,661.0,574.0,547.0,455.0,361.0,337.0,227.0,57.0,146.0,152.0,79.0,69.0,7.0,5.0,2.0,3.0,26.0,8.0,7.0,4.0,,,1.0,3.0,1.0,,2.0,,,1.0,5.0,,,,1.0,,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,84.0,4.0,15.0,30.0,31.0,6.0,3.0,762.0,308.0,1.0,412033,98161.0,158239.0,464.0,57420.0,418.0,263150.0,13877.0,89375.0,12726.0,262786.0,103647.0,47.0,2317.0,2857.0,163940.0,57418.0,153864.0,9595.0,1.0,192.0,638.0,67.0,308.0,308.0,392.0,29.0,90000,1331.0,6472.0,188.0,342.0,327.0,641.0,940.0,2318.0,4098.0,8016.0,20240.0,44320.0,51568.0,43911.0,34447.0,31193.0,38584.0,30824.0,16484.0,11399.0,7366.0,5490.0,1511.0,1880.0,1055.0,4375.0,28.0,,6.0,,1.0,1.0,6.0,4.0,11.0,85.0,484.0,324.0,1265.0,3413.0,4176.0,3839.0,3208.0,5325.0,5800.0,3336.0,2313.0,1607.0,1370.0,429.0,451.0,130.0,223.0,,,,,1.0,,,2.0,8.0,5.0,64.0,21.0,25.0,1.0,1.0,23,224995,67.0,29.0,35.0,2446.0,3464.0,,11.0,66.0,3.0,74.0,69.0,66.0,330.0,85829.0,18070.0,49143.0,5994.0,6851.0,57922.0,20857.0,11828.0,6612.0,5053.0,5112.0,3675.0,3613.0,3435.0,3451.0,2998.0,2705.0,2356.0,1920.0,1487.0,1061.0,1015.0,724.0,141.0,403.0,540.0,471.0,391.0,305.0,394.0,773.0,956.0,85.0,380.0,11301.0,2535.0,1394.0,587.0,529.0,444.0,219.0,148.0,148.0,270.0,266.0,307.0,267.0,234.0,188.0,117.0,85.0,68.0,15.0,40.0,77.0,61.0,50.0,29.0,62.0,33.0,30.0,153.0,184.0,3462.0,512.0,282.0,163.0,93.0,104.0,82.0,71.0,59.0,52.0,57.0,47.0,25.0,24.0,9.0,10.0,2.0,20,276.0,330.0,727.0,914.0,28.0,40.0,32.0,26.0,69.0,7.0,5.0,3.0,6.0,43526.0,6.0,6.0,5296.0,5760.0,31322.0,16150.0,9228.0,5342.0,4055.0,4203.0,3114.0,3152.0,3035.0,2942.0,2513.0,2218.0,1998.0,1589.0,1233.0,909.0,894.0,635.0,119.0,358.0,453.0,406.0,340.0,74.0,300.0,8551.0,2354.0,1319.0,547.0,496.0,426.0,208.0,128.0,139.0,248.0,240.0,286.0,236.0,223.0,173.0,113.0,84.0,58.0,15.0,37.0,59.0,55.0,36.0,3.0,4.0,2.0,4.0,14.0,4.0,,4.0,,,19.0,56.0,42.0,45.0,32.0,,21.0,35.0,17.0,3.0,,7.0,,,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,69.0,3.0,13.0,26.0,30.0,1.0,3.0,443.0,27.0,,175712,8349.0,33427.0,408.0,24338.0,347.0,32947.0,1224.0,60020.0,7239.0,32625.0,69740.0,18.0,1062.0,2293.0,33211.0,24338.0,32788.0,16.0,1.0,44.0,276.0,59.0,27.0,27.0,203.0,18.0,90000,1431.0,6651.0,360.0,474.0,625.0,548.0,760.0,1467.0,1096.0,1572.0,1982.0,1801.0,1731.0,3449.0,1696.0,724.0,605.0,761.0,908.0,854.0,790.0,1489.0,1105.0,1578.0,2345.0,12005.0,149.0,7.0,5.0,1.0,,3.0,14.0,18.0,77.0,92.0,104.0,194.0,181.0,136.0,44.0,22.0,22.0,46.0,44.0,42.0,52.0,52.0,89.0,92.0,166.0,242.0,369.0,,,,,,,,,,,,1.0,2.0,,,23,225010,59.0,18.0,34.0,71.0,93.0,,,,,48.0,48.0,48.0,154.0,40805.0,26005.0,47650.0,2557.0,3198.0,71350.0,6743.0,3134.0,1900.0,1623.0,2060.0,1562.0,1419.0,1440.0,1401.0,1397.0,1172.0,1255.0,1125.0,1159.0,1302.0,1616.0,1335.0,521.0,565.0,762.0,727.0,655.0,608.0,630.0,793.0,467.0,223.0,312.0,28955.0,805.0,443.0,150.0,91.0,139.0,137.0,98.0,121.0,158.0,156.0,137.0,165.0,163.0,126.0,88.0,121.0,119.0,88.0,90.0,82.0,91.0,51.0,48.0,41.0,51.0,75.0,22.0,56.0,1816.0,135.0,51.0,16.0,21.0,19.0,8.0,16.0,13.0,11.0,10.0,3.0,11.0,6.0,6.0,7.0,1.0,20,556.0,581.0,734.0,388.0,46.0,39.0,50.0,73.0,50.0,2.0,2.0,1.0,4.0,45382.0,,,2226.0,2657.0,32132.0,5350.0,2484.0,1687.0,1449.0,1836.0,1392.0,1262.0,1275.0,1197.0,1199.0,1020.0,1051.0,939.0,1016.0,1199.0,1464.0,1199.0,429.0,475.0,668.0,627.0,598.0,211.0,268.0,20074.0,751.0,402.0,120.0,88.0,127.0,96.0,89.0,115.0,148.0,145.0,129.0,156.0,152.0,114.0,75.0,116.0,114.0,88.0,88.0,80.0,86.0,47.0,,3.0,4.0,12.0,4.0,4.0,1.0,2.0,,,,,,,,,,,1.0,3.0,,,,,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,94.0,3.0,31.0,32.0,26.0,4.0,3.0,759.0,26.0,,164091,3207.0,25628.0,367.0,19093.0,360.0,23936.0,105.0,25337.0,5165.0,23617.0,33288.0,36.0,1574.0,2894.0,26019.0,19093.0,25526.0,99.0,1.0,38.0,247.0,53.0,26.0,26.0,257.0,19.0,90000,1300.0,4700.0,490.0,443.0,344.0,480.0,167.0,246.0,505.0,193.0,105.0,178.0,175.0,2786.0,657.0,386.0,527.0,1168.0,988.0,889.0,598.0,814.0,559.0,1059.0,2355.0,9864.0,202.0,7.0,15.0,18.0,28.0,23.0,26.0,20.0,16.0,16.0,18.0,22.0,5.0,8.0,19.0,13.0,15.0,46.0,65.0,89.0,97.0,86.0,101.0,34.0,72.0,215.0,249.0,,,,,,,,,,,,,,1.0,,23,225015,53.0,19.0,17.0,5.0,98.0,,,1.0,,68.0,67.0,66.0,189.0,26536.0,3895.0,14570.0,942.0,1452.0,14721.0,3410.0,1441.0,1042.0,931.0,1231.0,1174.0,1278.0,1450.0,1492.0,1228.0,1245.0,1165.0,1139.0,1136.0,1123.0,1318.0,1002.0,362.0,509.0,661.0,545.0,382.0,430.0,471.0,847.0,858.0,42.0,107.0,3050.0,213.0,141.0,72.0,47.0,83.0,54.0,72.0,59.0,229.0,122.0,132.0,134.0,131.0,110.0,78.0,82.0,54.0,51.0,98.0,96.0,83.0,46.0,43.0,48.0,61.0,50.0,,7.0,2237.0,90.0,3.0,4.0,3.0,1.0,2.0,6.0,7.0,6.0,4.0,10.0,5.0,4.0,4.0,2.0,2.0,20,383.0,421.0,782.0,796.0,41.0,41.0,60.0,45.0,69.0,,2.0,3.0,,12108.0,1.0,,883.0,1298.0,5942.0,2785.0,1287.0,953.0,872.0,1145.0,1112.0,1185.0,1365.0,1240.0,1090.0,1085.0,1011.0,988.0,998.0,1024.0,1225.0,935.0,303.0,411.0,561.0,461.0,336.0,33.0,87.0,1618.0,204.0,134.0,71.0,45.0,77.0,52.0,64.0,55.0,219.0,118.0,122.0,128.0,121.0,101.0,61.0,80.0,51.0,44.0,88.0,88.0,79.0,46.0,,1.0,,11.0,7.0,3.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,75.0,2.0,20.0,19.0,24.0,12.0,3.0,658.0,17.0,,187013,9231.0,54059.0,342.0,58405.0,314.0,45899.0,898.0,186881.0,6185.0,45598.0,194981.0,34.0,1010.0,810.0,53567.0,58405.0,53175.0,4.0,1.0,69.0,357.0,54.0,17.0,17.0,215.0,16.0,90000,699.0,5387.0,85.0,257.0,60.0,200.0,53.0,105.0,211.0,26.0,3.0,85.0,79.0,24553.0,781.0,3263.0,1049.0,1130.0,223.0,289.0,307.0,1587.0,390.0,690.0,2228.0,17011.0,270.0,,3.0,,,,,,,,,,,,40.0,1.0,5.0,3.0,8.0,1.0,9.0,16.0,19.0,11.0,25.0,72.0,156.0,,,,,,,,,,,1.0,,,,,23,225000,54.0,16.0,,,11.0,,,,,57.0,54.0,54.0,168.0,164404.0,24711.0,59686.0,1777.0,1100.0,23107.0,4531.0,4190.0,5207.0,6819.0,10583.0,11879.0,17778.0,22273.0,25207.0,26471.0,27076.0,21894.0,12714.0,7710.0,5265.0,4008.0,2459.0,1538.0,244.0,1267.0,978.0,324.0,263.0,263.0,750.0,1125.0,28.0,39.0,185.0,176.0,131.0,206.0,524.0,767.0,606.0,1138.0,1089.0,3391.0,2987.0,3428.0,3922.0,2608.0,1202.0,309.0,361.0,226.0,137.0,32.0,171.0,78.0,34.0,34.0,28.0,39.0,79.0,41.0,17.0,3547.0,205.0,123.0,86.0,115.0,158.0,140.0,189.0,228.0,299.0,344.0,357.0,293.0,180.0,107.0,93.0,66.0,20,229.0,235.0,697.0,1042.0,33.0,27.0,36.0,78.0,49.0,,4.0,1.0,6.0,52700.0,4.0,4.0,1603.0,992.0,6823.0,3417.0,3522.0,4691.0,5889.0,9253.0,10782.0,15969.0,20407.0,20794.0,22324.0,22448.0,16989.0,9467.0,5962.0,4484.0,3224.0,1759.0,1061.0,212.0,867.0,670.0,282.0,22.0,32.0,123.0,156.0,128.0,205.0,521.0,761.0,602.0,1137.0,1084.0,3379.0,2977.0,3421.0,3914.0,2598.0,1199.0,303.0,359.0,215.0,121.0,29.0,157.0,63.0,34.0,,51.0,52.0,8.0,143.0,100.0,,2.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,66.0,2.0,16.0,22.0,22.0,5.0,3.0,713.0,38.0,,256898,18126.0,116147.0,371.0,53955.0,329.0,113439.0,654.0,49827.0,10176.0,113137.0,62118.0,,50.0,2784.0,116082.0,53954.0,115662.0,3.0,1.0,40.0,306.0,69.0,38.0,38.0,669.0,17.0,90000,699.0,8022.0,136.0,185.0,191.0,267.0,110.0,308.0,407.0,175.0,247.0,2106.0,6559.0,13367.0,11247.0,6735.0,7444.0,9445.0,4395.0,1866.0,1597.0,2920.0,1600.0,3629.0,8187.0,46637.0,271.0,1.0,19.0,,1.0,,,,1.0,1.0,1.0,20.0,138.0,436.0,884.0,1467.0,992.0,984.0,1082.0,697.0,235.0,158.0,219.0,191.0,447.0,1182.0,1966.0,,,,,,,,,,,,,,10.0,17.0,23,224995,69.0,17.0,,461.0,818.0,,,8.0,3.0,53.0,50.0,49.0,624.0,52980.0,5472.0,8877.0,360.0,702.0,1927.0,3198.0,3215.0,4931.0,5563.0,3863.0,1775.0,1473.0,1668.0,1690.0,1613.0,2173.0,3098.0,3533.0,2998.0,2563.0,2251.0,2465.0,3247.0,294.0,10031.0,2034.0,445.0,77.0,52.0,67.0,23.0,6.0,24.0,61.0,94.0,99.0,217.0,855.0,1049.0,337.0,106.0,90.0,220.0,128.0,105.0,156.0,214.0,280.0,162.0,172.0,162.0,142.0,62.0,461.0,94.0,43.0,16.0,11.0,13.0,7.0,1.0,11.0,64.0,76.0,9.0,3.0,5.0,,4.0,3.0,5.0,4.0,1.0,7.0,13.0,25.0,17.0,29.0,43.0,20,59.0,41.0,54.0,16.0,13.0,10.0,12.0,6.0,58.0,,,,9.0,7830.0,3.0,3.0,350.0,632.0,1480.0,2738.0,3069.0,4701.0,4687.0,2809.0,1423.0,1355.0,1558.0,1451.0,1474.0,2035.0,2893.0,3227.0,2619.0,2326.0,1975.0,2187.0,2928.0,232.0,9017.0,1798.0,356.0,6.0,20.0,38.0,94.0,96.0,216.0,855.0,1039.0,337.0,106.0,90.0,216.0,124.0,100.0,155.0,207.0,275.0,157.0,168.0,157.0,141.0,60.0,456.0,88.0,42.0,,134.0,28.0,63.0,26.0,30.0,,11.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,45.0,2.0,10.0,19.0,9.0,6.0,3.0,307.0,28.0,,198677,1559.0,73077.0,254.0,39947.0,201.0,60649.0,101.0,29916.0,3771.0,60453.0,33977.0,8.0,56.0,690.0,73268.0,39947.0,73006.0,2.0,1.0,44.0,315.0,42.0,28.0,28.0,867.0,12.0,90000,437.0,2740.0,26.0,82.0,129.0,139.0,94.0,352.0,965.0,306.0,14.0,73.0,12.0,875.0,157.0,48.0,64.0,386.0,84.0,235.0,91.0,561.0,297.0,969.0,10647.0,45826.0,30.0,,,,,2.0,,,,,3.0,1.0,1.0,,3.0,1.0,3.0,1.0,,,5.0,,7.0,3.0,19.0,859.0,145.0,,,,,,,,,,,,,,,,23,224995,42.0,12.0,,,9.0,,,1.0,,37.0,34.0,33.0,838.0,30699.0,4154.0,6201.0,595.0,1927.0,5450.0,4982.0,2919.0,3358.0,3885.0,4805.0,3293.0,2796.0,1961.0,1258.0,855.0,650.0,498.0,332.0,279.0,256.0,221.0,278.0,18.0,62.0,97.0,199.0,54.0,13.0,11.0,10.0,3.0,,230.0,925.0,365.0,202.0,200.0,345.0,489.0,420.0,441.0,290.0,183.0,111.0,84.0,53.0,34.0,19.0,31.0,8.0,14.0,,15.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,,17.0,111.0,39.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,20,11.0,9.0,8.0,1.0,2.0,2.0,2.0,1.0,39.0,,,,7.0,5272.0,3.0,3.0,595.0,1618.0,4038.0,4462.0,2714.0,3158.0,3537.0,4311.0,2869.0,2347.0,1663.0,1071.0,744.0,562.0,437.0,294.0,255.0,222.0,212.0,260.0,18.0,47.0,92.0,185.0,46.0,,193.0,613.0,359.0,202.0,200.0,345.0,484.0,419.0,440.0,288.0,182.0,109.0,84.0,50.0,34.0,19.0,31.0,8.0,14.0,,14.0,5.0,2.0,4.0,,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,40.0,1.0,8.0,15.0,12.0,4.0,3.0,323.0,33.0,,162207,717.0,30393.0,264.0,16476.0,231.0,24985.0,47.0,15352.0,2457.0,24772.0,17783.0,,2.0,39.0,30657.0,16476.0,30357.0,,1.0,55.0,304.0,52.0,33.0,33.0,1017.0,13.0,90000,171.0,2018.0,71.0,89.0,72.0,166.0,65.0,251.0,848.0,283.0,2.0,64.0,34.0,937.0,180.0,37.0,14.0,215.0,89.0,146.0,71.0,433.0,178.0,402.0,2841.0,17823.0,34.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,2.0,3.0,,9.0,235.0,55.0,,,,,,,,,,,,,,,,23,224995,52.0,13.0,,,5.0,,,,,36.0,34.0,33.0,985.0,16263.0,1610.0,3006.0,516.0,902.0,1655.0,3071.0,1445.0,1278.0,1443.0,1969.0,1570.0,1270.0,1106.0,820.0,610.0,469.0,376.0,290.0,277.0,202.0,235.0,119.0,45.0,54.0,545.0,225.0,240.0,22.0,21.0,61.0,32.0,7.0,124.0,127.0,134.0,103.0,61.0,52.0,115.0,126.0,162.0,120.0,126.0,71.0,65.0,54.0,32.0,36.0,14.0,14.0,9.0,2.0,12.0,9.0,7.0,21.0,5.0,7.0,9.0,2.0,2.0,2.0,29.0,43.0,,,,,,,3.0,,,,,,,3.0,,20,17.0,14.0,52.0,30.0,5.0,7.0,9.0,2.0,39.0,,,,6.0,2026.0,2.0,2.0,501.0,772.0,1401.0,2760.0,1342.0,1217.0,1389.0,1852.0,1444.0,1108.0,976.0,694.0,538.0,404.0,322.0,258.0,234.0,188.0,210.0,110.0,43.0,42.0,516.0,199.0,203.0,7.0,121.0,121.0,129.0,103.0,61.0,52.0,108.0,126.0,162.0,120.0,122.0,70.0,65.0,54.0,32.0,35.0,14.0,13.0,9.0,2.0,12.0,6.0,6.0,18.0,,5.0,5.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,48.0,1.0,19.0,7.0,16.0,4.0,2.0,334.0,12.0,,155628,2913.0,19972.0,280.0,24985.0,258.0,17662.0,41.0,54012.0,2793.0,17421.0,58111.0,15.0,87.0,1030.0,20272.0,24985.0,19935.0,11.0,1.0,33.0,235.0,54.0,12.0,12.0,251.0,20.0,90000,771.0,2485.0,87.0,136.0,78.0,153.0,39.0,42.0,59.0,3.0,6.0,77.0,10.0,7140.0,467.0,1832.0,72.0,387.0,319.0,376.0,456.0,1599.0,473.0,684.0,1027.0,4694.0,2.0,,3.0,,,,,,,,,,1.0,,15.0,1.0,2.0,,6.0,2.0,21.0,22.0,53.0,29.0,67.0,110.0,172.0,,,,,,,,,,,,,,,,23,224995,54.0,20.0,,,53.0,,,,,42.0,39.0,37.0,216.0,48170.0,7654.0,11745.0,1004.0,1110.0,2490.0,1853.0,671.0,516.0,528.0,935.0,1043.0,1535.0,1887.0,2464.0,3920.0,5158.0,5501.0,6188.0,6990.0,8155.0,8156.0,4710.0,1674.0,67.0,517.0,176.0,66.0,58.0,59.0,90.0,48.0,27.0,64.0,590.0,133.0,73.0,65.0,71.0,72.0,62.0,94.0,130.0,246.0,285.0,487.0,677.0,929.0,923.0,543.0,882.0,1009.0,338.0,17.0,39.0,26.0,18.0,7.0,8.0,5.0,10.0,,6.0,6.0,33.0,2.0,6.0,3.0,6.0,8.0,9.0,11.0,17.0,52.0,59.0,56.0,58.0,108.0,112.0,26.0,20,45.0,51.0,85.0,38.0,5.0,3.0,5.0,10.0,36.0,1.0,,,1.0,10931.0,3.0,3.0,942.0,940.0,1720.0,1524.0,558.0,422.0,438.0,838.0,923.0,1354.0,1683.0,2117.0,3444.0,4447.0,4618.0,5032.0,5855.0,7247.0,6893.0,3485.0,1239.0,45.0,464.0,142.0,48.0,19.0,37.0,370.0,88.0,49.0,44.0,54.0,50.0,44.0,73.0,116.0,233.0,278.0,469.0,660.0,912.0,909.0,513.0,870.0,989.0,337.0,10.0,39.0,26.0,17.0,,4.0,2.0,1.0,58.0,63.0,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,48.0,2.0,14.0,19.0,13.0,2.0,3.0,336.0,17.0,,162531,1127.0,29785.0,254.0,15790.0,237.0,23701.0,59.0,23749.0,4067.0,23453.0,27526.0,,78.0,87.0,30019.0,15790.0,29729.0,,1.0,28.0,184.0,44.0,17.0,17.0,279.0,16.0,90000,538.0,3578.0,81.0,123.0,79.0,129.0,20.0,48.0,261.0,55.0,3.0,90.0,9.0,1597.0,367.0,76.0,23.0,355.0,179.0,188.0,174.0,568.0,318.0,953.0,3051.0,15700.0,58.0,1.0,1.0,,,,,,,,,,1.0,,2.0,,,,,1.0,,3.0,10.0,5.0,24.0,304.0,257.0,,,,,,,,,,,,,,,1.0,23,224995,44.0,16.0,,,42.0,,,,,43.0,41.0,40.0,240.0,24456.0,3229.0,4687.0,1003.0,1400.0,3262.0,2815.0,1721.0,1320.0,1311.0,1917.0,1867.0,1978.0,1708.0,1688.0,1466.0,1300.0,1172.0,1075.0,1081.0,1036.0,1057.0,630.0,178.0,252.0,314.0,269.0,159.0,128.0,67.0,122.0,76.0,43.0,99.0,274.0,236.0,213.0,137.0,138.0,118.0,108.0,177.0,178.0,373.0,280.0,185.0,174.0,116.0,103.0,86.0,73.0,73.0,16.0,52.0,56.0,41.0,40.0,30.0,10.0,20.0,19.0,1.0,4.0,74.0,39.0,6.0,3.0,4.0,3.0,10.0,12.0,,3.0,1.0,6.0,12.0,3.0,1.0,1.0,,20,96.0,53.0,102.0,57.0,28.0,10.0,19.0,19.0,40.0,1.0,,,3.0,4341.0,2.0,2.0,948.0,1275.0,2595.0,2408.0,1483.0,1171.0,1157.0,1785.0,1721.0,1755.0,1526.0,1304.0,1182.0,1096.0,980.0,948.0,935.0,946.0,980.0,557.0,162.0,200.0,258.0,228.0,120.0,36.0,84.0,210.0,221.0,195.0,125.0,117.0,99.0,104.0,171.0,174.0,363.0,269.0,168.0,134.0,114.0,101.0,76.0,72.0,69.0,15.0,50.0,54.0,39.0,34.0,,,,8.0,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
